question,passage_title,sia_score
"Guadarrama National Park and Teide National Park, are both national parks, in which country?Spain",List of national parks of England and Wales,1.23
"Guadarrama National Park and Teide National Park, are both national parks, in which country?Spain",Guadarrama National Park,2.0
"Guadarrama National Park and Teide National Park, are both national parks, in which country?Spain",National parks of New Zealand,0.95
David Knox is the former Chief Executive Officer and Managing Director of a company owned predominantly by nationals of which country ?Australia,Mike Lunsford,0.78
David Knox is the former Chief Executive Officer and Managing Director of a company owned predominantly by nationals of which country ?Australia,Charles E. Cobb,0.9
David Knox is the former Chief Executive Officer and Managing Director of a company owned predominantly by nationals of which country ?Australia,Bobby Mehta,0.9
David Knox is the former Chief Executive Officer and Managing Director of a company owned predominantly by nationals of which country ?Australia,Jonathan G. Ornstein,0.72
David Knox is the former Chief Executive Officer and Managing Director of a company owned predominantly by nationals of which country ?Australia,Bisi Onasanya,0.95
David Knox is the former Chief Executive Officer and Managing Director of a company owned predominantly by nationals of which country ?Australia,Santos Limited,1.13
David Knox is the former Chief Executive Officer and Managing Director of a company owned predominantly by nationals of which country ?Australia,Lucas Chow,1.12
David Knox is the former Chief Executive Officer and Managing Director of a company owned predominantly by nationals of which country ?Australia,Pankaj Razdan,0.82
David Knox is the former Chief Executive Officer and Managing Director of a company owned predominantly by nationals of which country ?Australia,Herman Kasekende,1.07
David Knox is the former Chief Executive Officer and Managing Director of a company owned predominantly by nationals of which country ?Australia,David Knox (businessman),2.41
"Kelly Fu Ka Lei is a Hong Kong-German actress and model born in Hong Kong, which class of names, are used by those from that location?Chinese name",Chinese name,1.53
"Kelly Fu Ka Lei is a Hong Kong-German actress and model born in Hong Kong, which class of names, are used by those from that location?Chinese name",Lei Tung Station,0.56
"Kelly Fu Ka Lei is a Hong Kong-German actress and model born in Hong Kong, which class of names, are used by those from that location?Chinese name",Kelly Fu,1.56
"Kelly Fu Ka Lei is a Hong Kong-German actress and model born in Hong Kong, which class of names, are used by those from that location?Chinese name",Lung Fu Shan Country Park,0.65
"Kelly Fu Ka Lei is a Hong Kong-German actress and model born in Hong Kong, which class of names, are used by those from that location?Chinese name",Hong Kong Royal Instructions,0.67
"Kelly Fu Ka Lei is a Hong Kong-German actress and model born in Hong Kong, which class of names, are used by those from that location?Chinese name",The Haunted School,0.96
"Kelly Fu Ka Lei is a Hong Kong-German actress and model born in Hong Kong, which class of names, are used by those from that location?Chinese name",Hong Kong Letters Patent,0.69
"Kelly Fu Ka Lei is a Hong Kong-German actress and model born in Hong Kong, which class of names, are used by those from that location?Chinese name",Claire Yiu,1.25
"Kelly Fu Ka Lei is a Hong Kong-German actress and model born in Hong Kong, which class of names, are used by those from that location?Chinese name",The Back Door (fiction),0.46
"Kelly Fu Ka Lei is a Hong Kong-German actress and model born in Hong Kong, which class of names, are used by those from that location?Chinese name",Lei Yue Mun Park and Holiday Village,0.9
Evan Mecham was given a nickname of a man who was born in what year?1907,Evan Mecham,0.86
Evan Mecham was given a nickname of a man who was born in what year?1907,Carolyn Warner,0.64
Evan Mecham was given a nickname of a man who was born in what year?1907,Harold Stassen,0.38
Evan Mecham was given a nickname of a man who was born in what year?1907,Sam Steiger,0.48
Evan Mecham was given a nickname of a man who was born in what year?1907,"United States Senate election in Arizona, 1962",0.84
Evan Mecham was given a nickname of a man who was born in what year?1907,Thermcon,0.9
Evan Mecham was given a nickname of a man who was born in what year?1907,Evan,1.1
Evan Mecham was given a nickname of a man who was born in what year?1907,"Arizona gubernatorial election, 1978",0.6
Evan Mecham was given a nickname of a man who was born in what year?1907,Lynching of John Evans,0.51
Evan Mecham was given a nickname of a man who was born in what year?1907,"Arizona gubernatorial election, 1986",0.62
"What English operatic tenor sang the duet ""O soave fanciulla "" from Puccini's opera ""La bohème"" with Mary Plazas?Peter Auty",La Bohème (2009 film),1.68
"What English operatic tenor sang the duet ""O soave fanciulla "" from Puccini's opera ""La bohème"" with Mary Plazas?Peter Auty",La Bohème (2008 film),1.94
"What English operatic tenor sang the duet ""O soave fanciulla "" from Puccini's opera ""La bohème"" with Mary Plazas?Peter Auty",Frank Guarrera,1.44
"What English operatic tenor sang the duet ""O soave fanciulla "" from Puccini's opera ""La bohème"" with Mary Plazas?Peter Auty",Charles Craig (tenor),1.63
"What English operatic tenor sang the duet ""O soave fanciulla "" from Puccini's opera ""La bohème"" with Mary Plazas?Peter Auty",Francesco Dominici (operatic tenor),1.25
"What English operatic tenor sang the duet ""O soave fanciulla "" from Puccini's opera ""La bohème"" with Mary Plazas?Peter Auty",La bohème,1.82
"What English operatic tenor sang the duet ""O soave fanciulla "" from Puccini's opera ""La bohème"" with Mary Plazas?Peter Auty",Alfred Piccaver,1.86
"What English operatic tenor sang the duet ""O soave fanciulla "" from Puccini's opera ""La bohème"" with Mary Plazas?Peter Auty",La Bohème (1988 film),1.96
"What English operatic tenor sang the duet ""O soave fanciulla "" from Puccini's opera ""La bohème"" with Mary Plazas?Peter Auty",Peter Auty,2.3
"What English operatic tenor sang the duet ""O soave fanciulla "" from Puccini's opera ""La bohème"" with Mary Plazas?Peter Auty",Plácido Domingo discography,1.76
"This fast-food restaurant company was spun off from an American fast food company which was formerly named what?Tricon Global Restaurants, Inc.",KFC in China,1.73
"This fast-food restaurant company was spun off from an American fast food company which was formerly named what?Tricon Global Restaurants, Inc.",McDonaldization,1.43
"This fast-food restaurant company was spun off from an American fast food company which was formerly named what?Tricon Global Restaurants, Inc.",McDonald's Canada,1.48
"This fast-food restaurant company was spun off from an American fast food company which was formerly named what?Tricon Global Restaurants, Inc.",KFC,1.75
"This fast-food restaurant company was spun off from an American fast food company which was formerly named what?Tricon Global Restaurants, Inc.",Burger King grilled chicken sandwiches,1.28
"This fast-food restaurant company was spun off from an American fast food company which was formerly named what?Tricon Global Restaurants, Inc.",Restaurant Brands International,1.94
"This fast-food restaurant company was spun off from an American fast food company which was formerly named what?Tricon Global Restaurants, Inc.",Beurger King Muslim,1.49
"This fast-food restaurant company was spun off from an American fast food company which was formerly named what?Tricon Global Restaurants, Inc.",Yum! Brands,1.61
"This fast-food restaurant company was spun off from an American fast food company which was formerly named what?Tricon Global Restaurants, Inc.",Fast food restaurant,2.39
"This fast-food restaurant company was spun off from an American fast food company which was formerly named what?Tricon Global Restaurants, Inc.",Yum China,1.76
"What was the nationality of the singer and co-writer of ""Mr. Pitiful""?American",Joe Connelly (producer),0.76
"What was the nationality of the singer and co-writer of ""Mr. Pitiful""?American",Just the Same,0.66
"What was the nationality of the singer and co-writer of ""Mr. Pitiful""?American",Mr. Sandman,0.89
"What was the nationality of the singer and co-writer of ""Mr. Pitiful""?American",Mr. Pitiful,2.12
"What was the nationality of the singer and co-writer of ""Mr. Pitiful""?American",Poor Poor Pitiful Me,0.86
"What was the nationality of the singer and co-writer of ""Mr. Pitiful""?American",Miss Pakistan World,0.43
"What was the nationality of the singer and co-writer of ""Mr. Pitiful""?American",George Cromarty,0.84
"What was the nationality of the singer and co-writer of ""Mr. Pitiful""?American",Sheena Easton,1.04
"What was the nationality of the singer and co-writer of ""Mr. Pitiful""?American",Otis Redding,0.94
"What was the nationality of the singer and co-writer of ""Mr. Pitiful""?American",Madan (film director),0.45
One of John Candy's most renouwned onscreen performances was as Dell Griffith in an American comedy film from what year?1987,Volunteers (film),1.47
One of John Candy's most renouwned onscreen performances was as Dell Griffith in an American comedy film from what year?1987,Canadian Bacon,1.14
One of John Candy's most renouwned onscreen performances was as Dell Griffith in an American comedy film from what year?1987,The Blues Brothers (film),0.82
One of John Candy's most renouwned onscreen performances was as Dell Griffith in an American comedy film from what year?1987,The Great Outdoors (film),1.18
One of John Candy's most renouwned onscreen performances was as Dell Griffith in an American comedy film from what year?1987,"Planes, Trains and Automobiles",1.12
One of John Candy's most renouwned onscreen performances was as Dell Griffith in an American comedy film from what year?1987,Wagons East!,1.09
One of John Candy's most renouwned onscreen performances was as Dell Griffith in an American comedy film from what year?1987,Uncle Buck,1.42
One of John Candy's most renouwned onscreen performances was as Dell Griffith in an American comedy film from what year?1987,Uncle Buck (disambiguation),1.7
One of John Candy's most renouwned onscreen performances was as Dell Griffith in an American comedy film from what year?1987,John Candy,2.07
One of John Candy's most renouwned onscreen performances was as Dell Griffith in an American comedy film from what year?1987,Cool Runnings,1.1
What do Freedomland U.S.A. and Baychester both have in common?formerly home to the amusement park,Bleach activator,0.47
What do Freedomland U.S.A. and Baychester both have in common?formerly home to the amusement park,Spyderco,0.21
What do Freedomland U.S.A. and Baychester both have in common?formerly home to the amusement park,Bay Plaza Shopping Center,1.22
What do Freedomland U.S.A. and Baychester both have in common?formerly home to the amusement park,"Baychester, Bronx",1.68
What do Freedomland U.S.A. and Baychester both have in common?formerly home to the amusement park,Freedomland U.S.A.,2.1
"Which is a perennial plant, Chelidonium or Duranta?Chelidonium",Hemitomes,1.22
"Which is a perennial plant, Chelidonium or Duranta?Chelidonium",Perennial plant,1.97
"Which is a perennial plant, Chelidonium or Duranta?Chelidonium",Salvia indica,1.16
"Which is a perennial plant, Chelidonium or Duranta?Chelidonium",Stylophorum diphyllum,1.68
