question,passage_title,sia_score
"Although set in Florida, the drama series Pensacola: Wings of Gold, the series based at the Naval Air Station in Pensacola, was actually filmed in what city?San Diego","Frederick T. Moore, Jr.",0.74
"Although set in Florida, the drama series Pensacola: Wings of Gold, the series based at the Naval Air Station in Pensacola, was actually filmed in what city?San Diego",Naval Air Station Pensacola,1.58
"Although set in Florida, the drama series Pensacola: Wings of Gold, the series based at the Naval Air Station in Pensacola, was actually filmed in what city?San Diego",William Wolfe Wileman,1.03
"Although set in Florida, the drama series Pensacola: Wings of Gold, the series based at the Naval Air Station in Pensacola, was actually filmed in what city?San Diego",Pensacola Naval Air Station Historic District,1.21
"Although set in Florida, the drama series Pensacola: Wings of Gold, the series based at the Naval Air Station in Pensacola, was actually filmed in what city?San Diego",NAS Pensacola Corry Station,1.8
"Although set in Florida, the drama series Pensacola: Wings of Gold, the series based at the Naval Air Station in Pensacola, was actually filmed in what city?San Diego",Navy Region Southeast,1.48
"Although set in Florida, the drama series Pensacola: Wings of Gold, the series based at the Naval Air Station in Pensacola, was actually filmed in what city?San Diego",Fort McRee,1.03
"Although set in Florida, the drama series Pensacola: Wings of Gold, the series based at the Naval Air Station in Pensacola, was actually filmed in what city?San Diego",Grand Prairie Armed Forces Reserve Complex,1.06
"Although set in Florida, the drama series Pensacola: Wings of Gold, the series based at the Naval Air Station in Pensacola, was actually filmed in what city?San Diego",Pensacola: Wings of Gold,1.89
"Although set in Florida, the drama series Pensacola: Wings of Gold, the series based at the Naval Air Station in Pensacola, was actually filmed in what city?San Diego",Naval Air Station Ellyson Field,1.58
"The band who had the album ""Brujo"" came from what city?San Francisco, California",Macaco (band),1.47
"The band who had the album ""Brujo"" came from what city?San Francisco, California",Brujo,1.1
"The band who had the album ""Brujo"" came from what city?San Francisco, California",Sketches of Spain,0.61
"The band who had the album ""Brujo"" came from what city?San Francisco, California",Ojos de Brujo,1.34
"The band who had the album ""Brujo"" came from what city?San Francisco, California",Cactus Juice,1.04
"The band who had the album ""Brujo"" came from what city?San Francisco, California",New Riders of the Purple Sage,0.91
"The band who had the album ""Brujo"" came from what city?San Francisco, California",Hateform,0.92
"The band who had the album ""Brujo"" came from what city?San Francisco, California",Nuclear Furniture,0.94
"The band who had the album ""Brujo"" came from what city?San Francisco, California",Unlimited Sunshine Tour,0.92
"VfL Wolfsburg won their first ever Bundesliga title during this season, manager Felix Magath formed an attacking lineup, which included strikers Edin Džeko and Grafite, the pair scoring 54 goals between them, much due to the help of which attacking midfielder a Bosnian former footballer who most notably played for Bayern Munich, VfL Wolfsburg, Galatasaray, Dynamo Moscow and Beijing Renhe as an attacking midfielder, during his active playing career?Zvjezdan Misimović",2008–09 VfB Stuttgart season,1.26
"VfL Wolfsburg won their first ever Bundesliga title during this season, manager Felix Magath formed an attacking lineup, which included strikers Edin Džeko and Grafite, the pair scoring 54 goals between them, much due to the help of which attacking midfielder a Bosnian former footballer who most notably played for Bayern Munich, VfL Wolfsburg, Galatasaray, Dynamo Moscow and Beijing Renhe as an attacking midfielder, during his active playing career?Zvjezdan Misimović",List of VfL Wolfsburg (women) seasons,1.64
"VfL Wolfsburg won their first ever Bundesliga title during this season, manager Felix Magath formed an attacking lineup, which included strikers Edin Džeko and Grafite, the pair scoring 54 goals between them, much due to the help of which attacking midfielder a Bosnian former footballer who most notably played for Bayern Munich, VfL Wolfsburg, Galatasaray, Dynamo Moscow and Beijing Renhe as an attacking midfielder, during his active playing career?Zvjezdan Misimović",Jovana Damnjanović,1.0
"VfL Wolfsburg won their first ever Bundesliga title during this season, manager Felix Magath formed an attacking lineup, which included strikers Edin Džeko and Grafite, the pair scoring 54 goals between them, much due to the help of which attacking midfielder a Bosnian former footballer who most notably played for Bayern Munich, VfL Wolfsburg, Galatasaray, Dynamo Moscow and Beijing Renhe as an attacking midfielder, during his active playing career?Zvjezdan Misimović",2010–11 VfL Wolfsburg season,1.44
"VfL Wolfsburg won their first ever Bundesliga title during this season, manager Felix Magath formed an attacking lineup, which included strikers Edin Džeko and Grafite, the pair scoring 54 goals between them, much due to the help of which attacking midfielder a Bosnian former footballer who most notably played for Bayern Munich, VfL Wolfsburg, Galatasaray, Dynamo Moscow and Beijing Renhe as an attacking midfielder, during his active playing career?Zvjezdan Misimović",2008–09 VfL Wolfsburg season,3.2
"VfL Wolfsburg won their first ever Bundesliga title during this season, manager Felix Magath formed an attacking lineup, which included strikers Edin Džeko and Grafite, the pair scoring 54 goals between them, much due to the help of which attacking midfielder a Bosnian former footballer who most notably played for Bayern Munich, VfL Wolfsburg, Galatasaray, Dynamo Moscow and Beijing Renhe as an attacking midfielder, during his active playing career?Zvjezdan Misimović",Zvjezdan Misimović,1.36
"VfL Wolfsburg won their first ever Bundesliga title during this season, manager Felix Magath formed an attacking lineup, which included strikers Edin Džeko and Grafite, the pair scoring 54 goals between them, much due to the help of which attacking midfielder a Bosnian former footballer who most notably played for Bayern Munich, VfL Wolfsburg, Galatasaray, Dynamo Moscow and Beijing Renhe as an attacking midfielder, during his active playing career?Zvjezdan Misimović",Pierre Littbarski,0.98
"VfL Wolfsburg won their first ever Bundesliga title during this season, manager Felix Magath formed an attacking lineup, which included strikers Edin Džeko and Grafite, the pair scoring 54 goals between them, much due to the help of which attacking midfielder a Bosnian former footballer who most notably played for Bayern Munich, VfL Wolfsburg, Galatasaray, Dynamo Moscow and Beijing Renhe as an attacking midfielder, during his active playing career?Zvjezdan Misimović",2007–08 VfL Wolfsburg season,1.91
"VfL Wolfsburg won their first ever Bundesliga title during this season, manager Felix Magath formed an attacking lineup, which included strikers Edin Džeko and Grafite, the pair scoring 54 goals between them, much due to the help of which attacking midfielder a Bosnian former footballer who most notably played for Bayern Munich, VfL Wolfsburg, Galatasaray, Dynamo Moscow and Beijing Renhe as an attacking midfielder, during his active playing career?Zvjezdan Misimović",2009–10 VfL Wolfsburg season,1.79
"VfL Wolfsburg won their first ever Bundesliga title during this season, manager Felix Magath formed an attacking lineup, which included strikers Edin Džeko and Grafite, the pair scoring 54 goals between them, much due to the help of which attacking midfielder a Bosnian former footballer who most notably played for Bayern Munich, VfL Wolfsburg, Galatasaray, Dynamo Moscow and Beijing Renhe as an attacking midfielder, during his active playing career?Zvjezdan Misimović",Frank Lieberam,0.98
"Wicksteed Park is the second oldest theme park in the UK, with the oldest being a park that is owned by the Dabell family, and has a sister park named what?Robin Hill",Escape Theme Park,1.27
"Wicksteed Park is the second oldest theme park in the UK, with the oldest being a park that is owned by the Dabell family, and has a sister park named what?Robin Hill",Paultons Park,1.75
"Wicksteed Park is the second oldest theme park in the UK, with the oldest being a park that is owned by the Dabell family, and has a sister park named what?Robin Hill",Robin Hill Country Park,2.05
"Wicksteed Park is the second oldest theme park in the UK, with the oldest being a park that is owned by the Dabell family, and has a sister park named what?Robin Hill",Canada's Wonderland,1.14
