question,sentence,sia_score
"A boy is lost in a heavily forested area, and the only help he has is a small compass. He knows that his house is to the south of him, but in the direction he is facing, the arrow on the compass is showing that he is currently walking due north. Therefore, the boy","the moon revolves around the earth which revolves around sun
",0.0
A bee may be vital for,"traveling cars are moving
",0.0
Quartz are in,"Finches love thistle like Sweet Sultan.
",0.0
What does a seed contain stored food for?,"traveling cars are moving
",0.0
Clothes fresh out of the laundry are great because they are,"zoos hold animals outside of nature
",0.0
If a person is navigating then they are most likely,"mother birds provide warmth through sitting on eggs in nests
",0.0
Fueling an electric vehicle requires,"a slash is a wound
",0.0
A creature that is a biped and which regularly uses tools will occasionally enjoy munching on,"boiling produces bubbles
",0.0
A caterpillar is a part one of the mundane four stage life cycle of,"A sedan has a car engine that must also have an oxidizer for combustion
",0.0
"when a tadpole changes into a frog, the tadpole is like","less water means water has been evaporated
",0.0
A producer is relocated from a small pot into a wild forest. The producer is able to do this with relative ease:,"boiling produces bubbles
",0.0
which of these would make a better material for an electronic device component?,"a pulley uses a string or rope
",0.0
"A person wants to show that they have lost money with their business, and they want to show someone. They decide to use a graph that shows","more chainsaws allow more people to cut down more trees
",0.0
"If a lizard is unable to obtain sufficient nutrients in a period of time, the resulting effect may be","moving regularly is exercise
",0.0
Stopping the photosynthesis process would require,"moving regularly is exercise
",0.0
A seismometer will be able to tell someone,"catching up with prey matches fast speeds
",0.0
Where is a mama bear likely to find food?,"the bottom of a mountain has lowered elevation
",0.0
"A space exists where there is room for things with cells to propagate, so it is most likely","harsh precipitation is a part of environmental changes
",0.0
Which likely can hydrate without moving?,"a slash is a wound
",0.0
One way to recycle paper is by using it to,"humans build apartments all the time
",0.0
"If a person is making laps around a gym, they find that","reaping something is getting it
",0.0
Long decayed plant life would most likely fuel our,"heavenly bodies include stars
",0.0
the Grand Canyon was formed by the Colorado River doing what over long periods of time?,"bread getting harder is a chemical reaction
",0.0
When would most people wear shorts?,"a trip is usually measured in miles or kilometers
",0.0
A ship navigates with a magnetic compass because it is,"boiling produces bubbles
",0.0
Sharks live in a liquid deluged with sodium chloride because it allows them to,"the sun is the largest star in the solar system
",0.0
"Animals are unable reproduce if they are dead or cannot find a mate, so it is in their best interest to avoid animals that want to","boiling produces bubbles
",0.0
A glass item will do this when power is fed to it.,"zoos hold animals outside of nature
",0.0
"if a tunnel had a modern facility for seeing, what can we infer from this?","there are 28 days in February
",0.0
What requires energy for growth?,"a car weighs around 5,000 lbs
",0.0
"Laser anemometers help manufacturers of cars, airplanes and spacecraft to produce efficient vehicle designs that","delarships reduce food for animals
",0.0
"a scuba diver startles an octopus, and suddenly the water changed color, what happened?","pluto was the 7th planet
",0.0
Ice wedging might create,"boiling produces bubbles
",0.0
Where could you most likely jump to the top of a mountain?,"lower pressure occurs near the ocean
",0.0
Echolocation is when animals detect objects by hearing echos using what?,"discarded diapers would smell bad
",0.0
Factories often add something to the environment that is,"zoos hold animals outside of nature
",0.0
A river rushes and pebbles are smacked around one another until,"more friction is rough on tires
",0.0
"A ferromagnetic metal, such as in paper clips, can stick to other paper clips without hooking together","an increase in water level causes things floating on the surface to rise
",0.0
A way to illuminate a dark study is to,"good bacteria maintain a health colon
",0.0
"When the ground shakes, this will make","fish are prey
",0.0
"Shortly after the moon is in ecliptical longitude with the Sun, one will see","a mouse is a prey to a cat
",0.0
A common household item that may be a ferrous metal is,"zoos hold animals outside of nature
",0.0
"in order for utility of a tool to occur, what has to happen first?","along with wind and water power these are renewable
",0.0
Make sure to protect your eyes when working with chemicals because they can easily do what if handled wrong,"zoos hold animals outside of nature
",0.0
How many odorant receptors do honey bees have?,"boiling produces bubbles
",0.0
If a kitten is unable to nurse from birth,"umbrellas are needed when it will rain
",0.0
the Earth rotating on its axis causes the sun to appear to move across the sky during what?,"ink is dark fluid
",0.0
Plant cells can't perform photosynthesis,"a crashing comet is closet and brightest before the crash
",0.0
Ethanol sometimes might be,"zoos hold animals outside of nature
",0.0
Electricity sent through a conductor,"Lava flows slowly.
",0.0
If I wanted to transfer warmth another being I might,"a drain spout causes water to pour into the soil
",0.0
What happens when a hemisphere is tilted away from the sun?,"zoos hold animals outside of nature
",0.0
Some plants have developed the ability to do what with their seeds?,"dashing is running quickly
",0.0
"The four stages of the water cycle are evaporation, condensation, precipitation, and collection. What happens after the last step of this cycle, and all cycles?","zoos hold animals outside of nature
",0.0
Which causes more matter vibration?,"zoos hold animals outside of nature
",0.0
One of Kangaroo's unusual features are,"some people are killing rhinos and selling rhino horns to people who want them for health remedies
",0.0
Which can be said to have the most volume?,"zoos hold animals outside of nature
",0.0
changes in an environment cause plants to,"speed is needed to know how long it would take to drive somewhere
",0.0
"photosynthesis makes food for the plant by converting carbon dioxide, water, and sunlight into what?","dirt comes from rocks
",0.0
In a year there is a complete revolution around a,"zoos hold animals outside of nature
",0.0
if a body of water loses all water then that body of water is what?,"zoos hold animals outside of nature
",0.0
Marble is unable to form while lava,"zoos hold animals outside of nature
",0.0
A bee is a pollinating,"flowing is moving steadily
",0.0
If a leaf falls off a tree then the leaf is what?,"vibrant plumage would be a colorful part of a bird
",0.0
Which is the most likely factor for the amount of available ocean space increasing?,"reaping something is getting it
",0.0
